la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000010,East Lothian,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,84,12,4,NA
S12000005,Clackmannanshire,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,81,19,0,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,73,21,6,NA
S12000021,North Ayrshire,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,73,18,9,NA
S12000019,Midlothian,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,16,6,NA
S12000040,West Lothian,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,50,19,20,11
S12000020,Moray,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,53,22,25,NA
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,79,17,4,NA
S12000042,Dundee City,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,51,23,21,4
S12000020,Moray,2014,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,68,23,9,NA
S12000030,Stirling,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,71,15,14,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,81,14,5,NA
S12000028,South Ayrshire,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,59,29,12,NA
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,93,4,2,NA
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,63,22,15,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,66,12,23,NA
S12000047,Fife,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,74,23,3,NA
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,58,16,26,NA
S12000049,Glasgow City,2014,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,62,23,14,1
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,Female,All,All,All,All,All,69,21,10,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,51,25,21,3
S12000029,South Lanarkshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,73,18,9,NA
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,91,8,1,NA
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,67,18,14,2
S12000028,South Ayrshire,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,68,22,10,NA
S12000034,Aberdeenshire,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,72,11,17,NA
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,59,22,17,2
S12000023,Orkney Islands,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,87,10,3,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,43,35,15,7
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,74,15,10,NA
S12000021,North Ayrshire,2014,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,75,17,8,NA
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,76,10,14,NA
S12000019,Midlothian,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,64,28,8,NA
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,57,32,11,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,56,26,18,NA
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,73,22,5,NA
S12000018,Inverclyde,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,51,31,16,2
S12000019,Midlothian,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,79,18,4,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,75,12,13,1
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,54,26,19,0
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,All,All,All,All,All,84,10,6,NA
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,74,11,13,2
S12000020,Moray,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,16,6,0
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,89,6,5,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,70,21,10,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,77,10,12,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,66,30,5,NA
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,71,19,10,NA
S12000034,Aberdeenshire,2014,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,80,8,12,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,70,19,11,NA
S12000029,South Lanarkshire,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,70,16,14,NA
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,88,9,3,NA
S12000020,Moray,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,76,11,13,NA
S12000018,Inverclyde,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,56,24,19,1
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,68,12,20,NA
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,86,12,2,NA
S12000038,Renfrewshire,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,17,6,NA
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,82,14,4,NA
S12000017,Highland,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,79,12,8,1
S12000042,Dundee City,2014,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,55,20,23,3
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,16,7,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,58,25,16,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,63,20,18,NA
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,44,42,12,1
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,56,32,11,1
S12000010,East Lothian,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,83,10,5,1
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,77,18,4,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,63,17,20,NA
S12000010,East Lothian,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,83,15,2,NA
S12000030,Stirling,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,79,15,6,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,70,15,14,0
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,84,11,4,1
S12000030,Stirling,2013,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,75,23,3,NA
S12000038,Renfrewshire,2015,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,47,32,21,NA
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,11,11,NA
S12000040,West Lothian,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,59,19,22,NA
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,14,8,NA
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,72,17,11,NA
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,75,16,9,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,59,23,18,1
S12000040,West Lothian,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,61,27,11,0
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,70,18,12,NA
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,72,21,7,NA
S12000047,Fife,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,14,8,1
S12000048,Perth and Kinross,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,12,9,1
S12000020,Moray,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,69,25,6,NA
S12000040,West Lothian,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,70,24,6,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,86,8,6,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,83,5,13,NA
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,91,7,2,NA
S12000036,City of Edinburgh,2013,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,71,22,7,NA
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,70,22,7,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,83,15,2,NA
S12000010,East Lothian,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,81,9,11,NA
S12000010,East Lothian,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,82,13,5,NA
S12000019,Midlothian,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,80,11,8,NA
S12000045,East Dunbartonshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,76,16,8,NA
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,58,32,11,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,79,21,0,NA
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,55,29,16,NA
S12000018,Inverclyde,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,68,16,16,NA
S12000017,Highland,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,73,10,14,3
S12000035,Argyll and Bute,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,62,27,2,9
S12000041,Angus,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,66,17,17,NA
S12000049,Glasgow City,2019,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,45,25,25,5
S12000047,Fife,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,67,22,11,NA
S12000048,Perth and Kinross,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,73,14,13,NA
S12000049,Glasgow City,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,54,26,20,NA
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,67,21,12,NA
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,82,10,8,NA
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,59,18,23,NA
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,66,24,10,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,All,All,All,All,All,83,16,1,NA
S12000010,East Lothian,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,86,7,7,NA
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,70,23,7,0
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,73,16,11,NA
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,74,16,7,3
S12000006,Dumfries and Galloway,2019,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,91,6,3,NA
S12000040,West Lothian,2016,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,38,60,2,NA
S12000005,Clackmannanshire,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,75,20,5,NA
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,73,17,8,1
S12000020,Moray,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,79,9,12,NA
S12000019,Midlothian,2016,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,83,16,1,NA
S12000019,Midlothian,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,71,20,9,NA
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,64,26,10,NA
S12000005,Clackmannanshire,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,75,17,8,NA
S12000047,Fife,2019,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,79,15,6,NA
S12000049,Glasgow City,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,55,24,18,3
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,22,13,3
S12000050,North Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,65,13,21,NA
S12000041,Angus,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,63,29,9,NA
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,70,13,17,NA
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,60,13,27,NA
S12000021,North Ayrshire,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,65,18,16,1
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,71,18,10,1
S12000021,North Ayrshire,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,62,22,16,0
S12000040,West Lothian,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,53,35,12,NA
S12000019,Midlothian,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,75,16,8,0
S12000020,Moray,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,71,18,11,NA
S12000034,Aberdeenshire,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,63,17,20,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,79,10,11,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,88,8,4,NA
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,52,22,26,NA
S12000021,North Ayrshire,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,75,17,8,NA
S12000026,Scottish Borders,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,87,5,7,1
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,66,14,20,NA
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,56,25,19,NA
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,59,26,15,NA
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,58,25,17,0
S12000013,Na h-Eileanan Siar,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,84,13,3,NA
S12000023,Orkney Islands,2018,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,62,12,26,NA
S12000023,Orkney Islands,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,64,14,22,NA
S12000013,Na h-Eileanan Siar,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,82,16,2,NA
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,52,24,24,NA
S12000026,Scottish Borders,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,80,14,4,2
S12000020,Moray,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,8,15,NA
S12000030,Stirling,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,83,15,1,NA
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,64,21,15,NA
S12000021,North Ayrshire,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,70,22,8,NA
S12000021,North Ayrshire,2015,Percent,Percent Of Adults,16-34 years,All,All,All,All,All,All,55,27,19,NA
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,60,23,16,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,79,9,12,NA
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,25,13,0
S12000023,Orkney Islands,2015,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,53,20,26,1
S12000030,Stirling,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,77,10,14,NA
S12000042,Dundee City,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,75,17,8,0
S12000019,Midlothian,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,76,17,8,NA
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,All,All,All,78,14,8,NA
S12000049,Glasgow City,2018,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,42,30,22,6
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,53,25,20,2
S12000010,East Lothian,2018,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,82,16,2,NA
S12000041,Angus,2017,Percent,Percent Of Adults,All,Female,All,All,All,All,All,62,23,11,3
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,All,All,All,All,All,62,22,13,3
S12000011,East Renfrewshire,2018,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,59,28,13,NA
S12000041,Angus,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,62,20,15,2
S12000014,Falkirk,2016,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,62,29,8,1
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,64,21,13,2
S12000014,Falkirk,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,69,22,9,NA
S12000021,North Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,19,8,1
S12000018,Inverclyde,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,55,27,17,2
S12000023,Orkney Islands,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,46,17,37,1
S12000011,East Renfrewshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,21,14,NA
S12000020,Moray,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,13,15,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,86,8,6,NA
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,83,6,11,NA
S12000039,West Dunbartonshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,23,13,4
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,19,13,2
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,17,14,0
S12000036,City of Edinburgh,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,27,9,NA
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,54,31,14,1
S12000026,Scottish Borders,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,83,10,7,NA
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,91,7,3,NA
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,21,7,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,10,18,NA
S12000041,Angus,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,17,5,NA
S12000013,Na h-Eileanan Siar,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,9,15,0
S12000045,East Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,19,13,2
S12000030,Stirling,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,10,14,NA
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,89,11,0,NA
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,12,6,NA
S12000048,Perth and Kinross,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,18,16,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,34,11,3
S12000035,Argyll and Bute,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,20,13,7
S12000042,Dundee City,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,62,15,21,2
S12000034,Aberdeenshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,21,19,NA
S12000047,Fife,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,10,8,NA
S12000042,Dundee City,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,56,28,13,3
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,16,8,NA
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,27,12,1
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,17,2,NA
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,22,16,1
S12000017,Highland,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,14,15,5
S12000033,Aberdeen City,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,52,20,26,2
S12000005,Clackmannanshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,73,19,7,1
S12000008,East Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,23,16,1
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,59,15,26,NA
S12000040,West Lothian,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,27,20,NA
S12000047,Fife,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,80,17,4,0
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,57,20,23,NA
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,28,8,3
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,28,8,NA
S12000048,Perth and Kinross,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,10,11,3
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,47,30,23,NA
S12000035,Argyll and Bute,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,69,16,11,4
S12000021,North Ayrshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,28,19,NA
S12000039,West Dunbartonshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,38,28,29,5
S12000018,Inverclyde,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,20,18,1
S12000045,East Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,64,22,13,1
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,61,29,10,1
S12000021,North Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,77,16,7,NA
S12000039,West Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,39,33,26,3
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,26,9,0
S12000006,Dumfries and Galloway,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,65,12,23,NA
S12000041,Angus,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,78,13,8,1
S12000030,Stirling,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,16,12,1
S12000040,West Lothian,2018,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,42,25,30,3
S12000014,Falkirk,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,54,29,17,NA
S12000014,Falkirk,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,71,21,8,NA
S12000040,West Lothian,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,76,21,2,1
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,60,32,6,1
S12000045,East Dunbartonshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,57,22,17,3
S12000038,Renfrewshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,53,28,18,1
S12000006,Dumfries and Galloway,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,89,8,2,NA
S12000047,Fife,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,80,15,5,NA
S12000034,Aberdeenshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,72,8,19,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,80,5,13,2
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,15,19,NA
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,91,7,2,1
S12000030,Stirling,2016,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,83,14,2,1
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,63,15,21,0
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,82,5,13,NA
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,66,23,6,5
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Outright,All,All,48,31,21,1
