la_code,la_name,date_code,measurement,units,value,scottish_health_survey_indicator,sex
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,32,Obesity: Obese,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,34,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,19,Smoking status: Current smoker,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,14,Doctor-diagnosed asthma: Yes,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,14,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,16,Long-term illness: Non-limiting long-term illness,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,10,Alcohol consumption: Non-drinker,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,54,Long-term illness: No long-term illness,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,70,Overweight: Overweight (including obese),Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,67,General health questionnaire (GHQ-12): Score 0,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,62,Obesity: Not obese,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,24,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 1-3,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,53,Alcohol consumption: Moderate drinker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,51,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,34,Life satisfaction: Mode (8),Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,86,E-cigarette use: Never used,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Fair,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,30,Overweight: Not overweight or obese,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,28,Smoking status: Used to smoke regularly,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,31,Smoking status: Used to smoke regularly,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,78,Any cardiovascular condition: No cardiovascular condition,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,50,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,51,Long-term illness: No long-term illness,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,22,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,68,Obesity: Not obese,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,84,E-cigarette use: Never used,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,31,Obesity: Obese,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,59,Alcohol consumption: Moderate drinker,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,86,Doctor-diagnosed asthma: No,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,37,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,31,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,29,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,14,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,21,Smoking status: Current smoker,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,76,Overweight: Overweight (including obese),Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,38,Long-term illness: Limiting long-term illness,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,38,Obesity: Obese,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,Male
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,21,General health questionnaire (GHQ-12): Score 1-3,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,57,Alcohol consumption: Moderate drinker,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,54,Alcohol consumption: Moderate drinker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,68,General health questionnaire (GHQ-12): Score 0,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,81,Any cardiovascular condition: No cardiovascular condition,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,76,Doctor-diagnosed asthma: No,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,19,Alcohol consumption: Non-drinker,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,51,Long-term illness: No long-term illness,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,79,Overweight: Overweight (including obese),Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,84,"Provide any regular help or care for any sick, disabled or frail person: No",Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,24,Doctor-diagnosed asthma: Yes,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,11,General health questionnaire (GHQ-12): Score 4+,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,16,Long-term illness: Non-limiting long-term illness,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,34,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,34,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,62,Fruit & vegetable consumption: Less than 5 portions,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,14,Fruit & vegetable consumption: 5 portions or more,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,16,Fruit & vegetable consumption: None,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,39,Alcohol consumption: Moderate drinker,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,16,Fruit & vegetable consumption: None,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,27,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,27,Overweight: Not overweight or obese,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,86,E-cigarette use: Never used,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,28,Smoking status: Used to smoke regularly,Male
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,9,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,45,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,71,Obesity: Not obese,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,55,Long-term illness: No long-term illness,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,31,Obesity: Obese,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,31,Long-term illness: Limiting long-term illness,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,39,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male
S12000021,North Ayrshire,2015-2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,3,E-cigarette use: Currently using,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,53,Long-term illness: Limiting long-term illness,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,76,Overweight: Overweight (including obese),Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,37,Long-term illness: No long-term illness,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,76,Fruit & vegetable consumption: Less than 5 portions,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,1,Summary activity levels: Low activity,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,16,Fruit & vegetable consumption: 5 portions or more,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,87,E-cigarette use: Never used,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Male
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,85,E-cigarette use: Never used,Male
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,75,Fruit & vegetable consumption: Less than 5 portions,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,16,Self-assessed general health: Fair,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,84,E-cigarette use: Never used,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,29,Fruit & vegetable consumption: 5 portions or more,Male
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,30,Smoking status: Used to smoke regularly,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,10,Alcohol consumption: Non-drinker,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),Male
S12000023,Orkney Islands,2015-2018,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,14,E-cigarette use: Ever previously used,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Male
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male
S12000023,Orkney Islands,2016-2019,Percent,Percent Of Adults,45,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,Male
