"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Drug-related deaths, females","NHS Forth Valley","S08000019","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",9.2,5.88,2.7,11.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Grampian","S08000020","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",18,6.21,3.67,9.83,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Highland","S08000022","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",7.2,4.31,1.72,8.84,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lothian","S08000024","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",30.2,6.78,4.57,9.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Orkney","S08000025","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",0.2,1.6,0,32.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Shetland","S08000026","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",0.4,3.42,0,38.29,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Western Isles","S08000028","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",0.2,1.35,0,27.62,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Fife","S08000029","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",12.8,7.11,3.74,12.23,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Tayside","S08000030","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",15.6,7.83,4.41,12.82,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",59,9.94,7.56,12.84,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lanarkshire","S08000032","Health board",2014,"2012 to 2016 calendar years; 5-year aggregates",19.8,5.89,3.58,9.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Clackmannanshire","S12000005","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2,7.74,0.84,28.03,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dumfries & Galloway","S12000006","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3,4.51,0.83,13.38,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Ayrshire","S12000008","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.2,8.33,2.72,19.21,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Lothian","S12000010","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2.4,4.85,0.7,15.96,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Renfrewshire","S12000011","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",1,2.34,0,13.16,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Na h-Eileanan Siar","S12000013","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",0.2,1.35,0,27.62,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Falkirk","S12000014","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.8,4.7,1.2,12.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Highland","S12000017","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.8,4,1.23,9.55,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Inverclyde","S12000018","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.8,15.58,5.49,34.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Midlothian","S12000019","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",1.8,4.09,0.36,15.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Moray","S12000020","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2.2,4.88,0.61,16.82,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","North Ayrshire","S12000021","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.6,5.45,1.28,14.71,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Orkney Islands","S12000023","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",0.2,1.6,0,32.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Scottish Borders","S12000026","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2.4,4.37,0.55,14.58,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Shetland Islands","S12000027","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",0.4,3.42,0,38.29,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Ayrshire","S12000028","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.2,8.18,2.23,20.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Lanarkshire","S12000029","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",9.6,6.06,2.83,11.31,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Stirling","S12000030","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.4,6.91,1.56,19.09,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeen City","S12000033","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.6,9.65,4.67,17.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeenshire","S12000034","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.2,3.83,1.26,8.81,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Argyll & Bute","S12000035","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2.4,4.95,0.65,16.43,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","City of Edinburgh","S12000036","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",19.6,7.94,4.77,12.38,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Renfrewshire","S12000038","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",5.6,6.18,2.13,13.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Dunbartonshire","S12000039","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.6,7.52,1.8,20.26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Lothian","S12000040","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",6.4,6.9,2.61,14.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Angus","S12000041","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.4,6.19,1.38,17.14,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dundee City","S12000042","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.2,13.61,6.41,25.16,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Dunbartonshire","S12000045","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",1.2,2.38,0.02,11.92,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Fife","S12000047","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",12.8,3.55,1.87,6.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Perth & Kinross","S12000048","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2,1.32,0.14,4.8,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Glasgow City","S12000049","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",41.8,13.64,9.78,18.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","North Lanarkshire","S12000050","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.2,5.71,2.75,10.45,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Scotland","S00000001","Scotland",2015,"2013 to 2017 calendar years; 5-year aggregates",214.8,7.94,6.91,9.08,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Ayrshire & Arran","S08000015","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",15.2,8.58,4.78,14.16,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Borders","S08000016","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",2.8,5.14,0.86,15.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Dumfries & Galloway","S08000017","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",3.6,5.56,1.27,15.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Forth Valley","S08000019","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",10,6.45,3.08,11.88,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Grampian","S08000020","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",21,7.27,4.49,11.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Highland","S08000022","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",7.4,4.52,1.83,9.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lothian","S08000024","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",32.4,7.26,4.97,10.25,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Orkney","S08000025","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",0.4,3.65,0,41.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Shetland","S08000026","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",0.2,1.82,0,37.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Western Isles","S08000028","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Fife","S08000029","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",15.4,8.56,4.81,14.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Tayside","S08000030","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",17.6,8.91,5.21,14.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",64.2,10.9,8.38,13.92,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lanarkshire","S08000032","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",24.2,7.26,4.65,10.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Clackmannanshire","S12000005","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",1.8,7.04,0.61,27.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dumfries & Galloway","S12000006","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",3.6,5.56,1.27,15.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Ayrshire","S12000008","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",6,9.82,3.54,21.45,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Lothian","S12000010","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.4,4.76,0.69,15.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Renfrewshire","S12000011","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",1.2,2.77,0.06,13.75,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Na h-Eileanan Siar","S12000013","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Falkirk","S12000014","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4.4,5.44,1.58,13.38,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Highland","S12000017","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4.8,4.04,1.24,9.64,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Inverclyde","S12000018","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",6.6,17.62,6.72,37.23,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Midlothian","S12000019","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.4,5.47,0.81,17.91,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Moray","S12000020","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.2,4.9,0.61,16.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","North Ayrshire","S12000021","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4.6,7.06,2.07,17.15,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Orkney Islands","S12000023","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",0.4,3.65,0,41.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Scottish Borders","S12000026","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.8,5.14,0.86,15.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Shetland Islands","S12000027","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",0.2,1.82,0,37.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Ayrshire","S12000028","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4.6,9.15,2.7,22.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Lanarkshire","S12000029","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",12,7.6,3.91,13.31,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Stirling","S12000030","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",3.8,7.9,1.99,20.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeen City","S12000033","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",13,11.95,6.3,20.53,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeenshire","S12000034","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",5.8,4.31,1.53,9.52,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Argyll & Bute","S12000035","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.6,5.7,0.82,18.25,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","City of Edinburgh","S12000036","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",21.8,8.75,5.42,13.35,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Renfrewshire","S12000038","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",7,8.04,3.18,16.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Dunbartonshire","S12000039","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4.2,8.93,2.46,22.49,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Lothian","S12000040","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",5.8,6.33,2.25,13.98,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Angus","S12000041","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",4,7.28,1.91,18.74,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dundee City","S12000042","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",11,15.67,7.67,28.26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Dunbartonshire","S12000045","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",1.8,3.5,0.27,13.58,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Fife","S12000047","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",15.4,4.28,2.41,7.03,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Perth & Kinross","S12000048","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",2.6,1.72,0.27,5.44,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Glasgow City","S12000049","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",43.4,14.28,10.32,19.26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","North Lanarkshire","S12000050","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",12.2,6.92,3.59,12.04,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Scotland","S00000001","Scotland",2016,"2014 to 2018 calendar years; 5-year aggregates",253.4,9.4,8.27,10.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Ayrshire & Arran","S08000015","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",18.4,10.58,6.27,16.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Borders","S08000016","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",4,7.7,1.98,19.91,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Dumfries & Galloway","S08000017","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",4.4,6.99,1.96,17.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Forth Valley","S08000019","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",13.2,8.64,4.61,14.75,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Grampian","S08000020","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",22.4,7.72,4.85,11.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Highland","S08000022","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",8.2,5.1,2.18,10.03,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lothian","S08000024","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",36.6,8.18,5.73,11.31,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Orkney","S08000025","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",0.4,3.62,0,40.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Shetland","S08000026","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",0.2,1.88,0,38.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Western Isles","S08000028","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Fife","S08000029","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",16.8,9.44,5.46,15.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Tayside","S08000030","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",21.2,10.85,6.7,16.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",80,13.66,10.81,17.02,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","NHS Lanarkshire","S08000032","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",27.2,8.11,5.34,11.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Clackmannanshire","S12000005","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",2,7.9,0.83,28.71,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dumfries & Galloway","S12000006","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",4.4,6.99,1.96,17.34,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Ayrshire","S12000008","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.6,11.02,4.22,23.27,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Lothian","S12000010","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",3.4,6.6,1.48,18.24,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Renfrewshire","S12000011","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",1.6,3.49,0.21,14.48,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Na h-Eileanan Siar","S12000013","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Falkirk","S12000014","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7.6,9.41,3.94,18.88,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Highland","S12000017","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",5.6,4.75,1.62,10.67,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Inverclyde","S12000018","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7.8,20.69,8.66,41.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Midlothian","S12000019","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",3.2,7.22,1.55,20.49,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Moray","S12000020","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",2.4,5.3,0.77,17.42,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","North Ayrshire","S12000021","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7,10.7,4.21,22.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Orkney Islands","S12000023","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",0.4,3.62,0,40.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Scottish Borders","S12000026","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",4,7.7,1.98,19.91,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Shetland Islands","S12000027","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",0.2,1.88,0,38.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Ayrshire","S12000028","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",4.8,10.02,3.08,23.88,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","South Lanarkshire","S12000029","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",13,8.09,4.28,13.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Stirling","S12000030","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",3.6,7.64,1.81,20.62,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeen City","S12000033","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",14.8,13.54,7.46,22.51,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Aberdeenshire","S12000034","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",5.2,3.92,1.29,9.02,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Argyll & Bute","S12000035","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",2.6,6.04,0.88,19.31,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","City of Edinburgh","S12000036","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",23.2,9.23,5.81,13.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Renfrewshire","S12000038","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",9.4,10.94,5.06,20.55,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Dunbartonshire","S12000039","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",4.6,9.82,2.93,23.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","West Lothian","S12000040","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.8,7.46,2.93,15.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Angus","S12000041","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",4,7.42,1.95,19.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Dundee City","S12000042","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",13.4,19.39,10.28,33.11,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","East Dunbartonshire","S12000045","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",2,3.85,0.38,14.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Fife","S12000047","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",16.8,4.72,2.73,7.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Perth & Kinross","S12000048","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",3.8,2.53,0.62,6.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Drug-related deaths, females","Glasgow City","S12000049","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",54.6,18.06,13.55,23.58,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
